product_name,href,price
Apple Iphone 14 - 128GB RAM,https://www.google.com/url?url=https://www.apple.com/in/shop/go/product/MPUR3%3Fcid%3Daos-in-seo-pla-iphone&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiQyqahpMaEAxWeTWwGHV8gCAQQguUECM0O&usg=AOvVaw2WVKUMw1vWRJYQFMukPLOG,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1266"")>"
Apple iPhone XS Gold by Cashify,,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1267"")>"
Apple iPhone X 64GB - Refurbished,https://www.google.com/url?url=https://valuekart18.com/product/apple-iphone-15-256-gb/%3Fattribute_pa_colour%3Dblack%26srsltid%3DAfmBOopR-G2YiEEV6tha1uNDzNK8hawgf8Cq7Dr-CKu0eyEmjlIx7cdb0QI&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiQyqahpMaEAxWeTWwGHV8gCAQQgOUECNwO&usg=AOvVaw2nYgZ4bMxIoSH2ASob9pyi,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1268"")>"
iPhone X - White - 256GB - Second Hand,https://www.google.com/url?url=https://valuekart18.com/product/apple-iphone-15-256-gb/%3Fattribute_pa_colour%3Dblack%26srsltid%3DAfmBOopR-G2YiEEV6tha1uNDzNK8hawgf8Cq7Dr-CKu0eyEmjlIx7cdb0QI&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiQyqahpMaEAxWeTWwGHV8gCAQQgOUECN4O&usg=AOvVaw2cWHjZMFmOe4uBNV66oNVm,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1269"")>"
Apple iPhone 12 Pro Max Refurbished - Graphite 6 / 128 GB / Good,,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1270"")>"
Apple iPhone SE (32GB) Space Gray - Triveni World,https://www.google.com/url?url=https://www.cashify.in/buy-refurbished-mobile-phones/renewed-apple-iphone-x/96798%3Fsrsltid%3DAfmBOoq5XMn-7jRr8zy0JD7FVr9sNekxj-jZ99GgVtGSV-byDlXrirdQMQw&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiQyqahpMaEAxWeTWwGHV8gCAQQgOUECOsO&usg=AOvVaw3a1lV-W8qHDf1JgpNb8N6g,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1271"")>"
Apple iPhone 11 128 GB / WHITE,https://www.google.com/url?url=https://www.cashify.in/buy-refurbished-mobile-phones/renewed-apple-iphone-x/96798%3Fsrsltid%3DAfmBOoq5XMn-7jRr8zy0JD7FVr9sNekxj-jZ99GgVtGSV-byDlXrirdQMQw&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiQyqahpMaEAxWeTWwGHV8gCAQQgOUECO0O&usg=AOvVaw361G9J69V4KFLZeP8HfKKQ,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1272"")>"
"Apple iPhone 13 Mini 128 GB, Starlight",,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1273"")>"
"Apple iPhone 14 128 GB, Yellow, Mobile Phone",https://www.google.com/url?url=https://valuekart18.com/product/apple-iphone-15-pro-128-gbrefurbished/%3Fsrsltid%3DAfmBOoo17n_mfopygmg-A5iv0HqU4VGI0wEYDsZcfx2gF9QWJgpA-dNjolI&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiQyqahpMaEAxWeTWwGHV8gCAQQgOUECPsO&usg=AOvVaw1s3KU2WOOTCc66qx2tD71n,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1274"")>"
New Apple iPhone 14 128GB Midnight | Sahivalue,https://www.google.com/url?url=https://valuekart18.com/product/apple-iphone-15-pro-128-gbrefurbished/%3Fsrsltid%3DAfmBOoo17n_mfopygmg-A5iv0HqU4VGI0wEYDsZcfx2gF9QWJgpA-dNjolI&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwiQyqahpMaEAxWeTWwGHV8gCAQQgOUECP0O&usg=AOvVaw2Fg43UJibnuVY3ro-cGjOL,"<selenium.webdriver.remote.webelement.WebElement (session=""c685d4c775ca8b8fd36bfd434cae349c"", element=""f.935C78C7558860BCFF417BD943846493.d.8DB939DFB31DB2F1D1F73D33393D6184.e.1275"")>"
